patent_num,abstract,applicant_city,applicant_country,applicant_name,applicant_num,applicant_state,assignee_loc,assignee_name,cpc,family_id,file_date,inventors,patent_date,title,url
10346095,"A storage module may be configured to service I/O requests according to different persistence levels. The persistence level of an I/O request may relate to the storage resource(s) used to service the I/O request, the configuration of the storage resource(s), the storage mode of the resources, and so on. In some embodiments, a persistence level may relate to a cache mode of an I/O request. I/O requests pertaining to temporary or disposable data may be serviced using an ephemeral cache mode. An ephemeral cache mode may comprise storing I/O request data in cache storage without writing the data through (or back) to primary storage. Ephemeral cache data may be transferred between hosts in response to virtual machine migration.",Plano,US,SanDisk Technologies LLC,"13/829,358",TX,"Plano, TX","SANDISK TECHNOLOGIES, LLC",['G06F'],1000004136109,"March 14, 2013","[['Vikram', 'Joshi', 'Los Gatos, CA'], ['David', 'Flynn', 'Sandy, UT'], ['Yang', 'Luan', 'San Jose, CA'], ['Michael F.', 'Brown', 'Campbell, CA']]","July 9, 2019","Systems, methods, and interfaces for adaptive cache persistence",http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=129&f=G&l=50&d=PTXT&s1=RAID&p=3&OS=RAID&RS=RAID
10346094,"This application discloses a storage system, a storage device, and a hard disk drive scheduling method. The storage system includes M disk groups, a power supply system, and a controller, and M is a natural number not less than 3. Each of the M disk groups includes at least one hard disk drive. The controller is configured to control a hard disk drive in a first disk group of the M disk groups to be in an active state to process a first group of service requests, and control a hard disk drive in a second disk group of the M disk groups to switch from the inactive state to a spin up state when the hard disk drive in the first disk group is in the active state.","Shenzhen, Guangdong",CN,"Huawei Technologies Co., Ltd.","15/980,584",N/A,"Shenzhen, CN","Huawei Technologies Co., Ltd.",['G06F'],1000004136108,"May 15, 2018","[['Shihai', 'Xiao', 'Hangzhou, CN'], ['Le', 'Chang', 'Shenzhen, CN'], ['Wei', 'Yang', 'Hangzhou, CN'], ['Chen', 'Chen', 'Beijing, CN']]","July 9, 2019","Storage system, storage device, and hard disk drive scheduling method",http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=130&f=G&l=50&d=PTXT&s1=RAID&p=3&OS=RAID&RS=RAID
10346083,"According to one embodiment, a storage system includes a storage which includes a plurality of node memories including a nonvolatile memory and a control unit which controls the nonvolatile memory, a routing unit which controls packet transfer between two or more of the node memories, and a packet control unit which analyzes the packet transferred from the routing unit.","Minato-ku, Tokyo",JP,Toshiba Memory Corporation,"16/020,111",N/A,"Tokyo, JP",Toshiba Memory Corporation,['G06F'],1000004136100,"June 27, 2018","[['Atsuhiro', 'Kinoshita', 'Kamakura Kanagawa, JP']]","July 9, 2019",Storage system and control method thereof,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=131&f=G&l=50&d=PTXT&s1=RAID&p=3&OS=RAID&RS=RAID
10346082,"A storage system manages control information, which is information related to responses corresponding to prescribed types of commands, for each of a plurality of logical units associated with a logical device, said logical units being provided to one or more host systems. The prescribed types of commands indicating the logical units provided to a first host system, which is one of the one or more host systems, are received from the first host system by the storage system. Responses based on the control information corresponding to the logical units indicated by the received prescribed types of commands are returned to the first host system by the storage system as responses to the received prescribed types of commands.",Tokyo,JP,"HITACHI, LTD.","15/553,440",N/A,"Tokyo, JP",HITACHI LTD.,['G06F'],1000004136099,"June 24, 2015","[['Azusa', 'Jin', 'Tokyo, JP'], ['Hideo', 'Saito', 'Tokyo, JP'], ['Shunji', 'Kawamura', 'Tokyo, JP'], ['Kenji', 'Muraoka', 'Tokyo, JP'], ['Kunihiko', 'Nashimoto', 'Tokyo, JP']]","July 9, 2019",Computer system and storage control method,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=132&f=G&l=50&d=PTXT&s1=RAID&p=3&OS=RAID&RS=RAID
10346079,"A method of managing snapshots on a storage system includes a storage controller (1) receiving a request to store a first snapshot associated with a first volume among a plurality of volumes on the storage system and (2) determining if an assigned snapshot reserve space remaining associated with the first volume is less than an amount of space that is required to store the first snapshot. In response to the assigned snapshot reserve space remaining being less than the amount of space required, borrowing snapshot reserve space from at least one of an unused assigned space or an unused unassigned space within the storage system and storing at least a portion of the first snapshot to the borrowed snapshot reserve space.",Round Rock,US,"Dell Products, L.P.","15/072,029",TX,"Round Rock, TX","Dell Products, L.P.",['G06F'],1000004136096,"March 16, 2016","[['Eric Robert', 'Schott', 'Epsom, NH'], ['Nishant Kanaiyalal', 'Mehta', 'Ashland, MA'], ['Timothy D.', 'Nolan', 'Windham, NH'], ['Paul Anthony', 'Calato', 'Amherst, NH'], ['Shari Ann', 'Vietry', 'Merrimack, NH']]","July 9, 2019",System and method for managing storage system snapshots,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=133&f=G&l=50&d=PTXT&s1=RAID&p=3&OS=RAID&RS=RAID
10346076,"According to some embodiment, a backup storage system receives, by a first phase of a data deduplication pipeline, a request from a client for reading or writing a data segment associated with a data stream stored in or to a storage system. In response to the request, the system retrieves, by the first phase, load parameters associated with a second phase in the data deduplication pipeline. For each of the load parameters associated with the second phase, the system determines, by the first phase, whether the load parameter has exceeded a load threshold associated with the second phase. The system throttles, by the first phase, performance of a specific job in the data deduplication pipeline by the second phase in response to a determination that at least one of the load parameters associated with the second job phase has exceeded the load threshold associated with the second phase.",Hopkinton,US,EMC IP Holding Company LLC,"15/641,047",MA,"Hopkinton, MA",EMC IP HOLDING COMPANY LLC,['G06F'],1000002750619,"July 3, 2017","[['Uday Kiran', 'Jonnala', 'Cupertino, CA'], ['Yamini', 'Allu', 'Sunnyvale, CA'], ['Pradeep', 'Thomas', 'Santa Clara, CA'], ['Abhishek', 'Rajimwale', 'San Jose, CA'], ['Balaji', 'Subramanian', 'Belmont, CA']]","July 9, 2019",Method and system for data deduplication based on load information associated with different phases in a data deduplication pipeline,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=134&f=G&l=50&d=PTXT&s1=RAID&p=3&OS=RAID&RS=RAID
10346075,"Regarding a distributed storage system including a plurality of nodes, a first node among the plurality of nodes judges whether the same data as first data, which is written to a first virtual partial area managed by the first node from among a plurality of virtual partial areas, exists in the virtual partial area managed by another node among the plurality of nodes; when the same data as the first data exists in the other node, the first node executes inter-node deduplication for changing allocation of either one of logical partial areas for the first virtual partial area or the virtual partial area of the other node to which the same data is written, to the other logical partial area; and when I/O load on the first node after execution of the inter-node deduplication of the first virtual partial area and the predicted value is less than a first threshold, the first node executes the inter-node deduplication of a second virtual partial area managed by the first node from among the plurality of virtual partial areas obtained by dividing the virtual storage area.",Tokyo,JP,"Hitachi, Ltd.","15/553,174",N/A,"Tokyo, JP","Hitachi, Ltd.",['G06F'],1000004136093,"March 16, 2015","[['Yasuo', 'Watanabe', 'Tokyo, JP'], ['Hiroaki', 'Akutsu', 'Tokyo, JP']]","July 9, 2019",Distributed storage system and control method for distributed storage system,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=135&f=G&l=50&d=PTXT&s1=RAID&p=3&OS=RAID&RS=RAID
10346073,"A storage control apparatus includes a memory and a processor. The memory stores selection condition information relating to a selection condition for storage devices to construct a RAID, group information relating to groups to which the storage devices belong, and connection information indicating a connection configuration of the storage devices. The processor is configured to perform a procedure including: selecting the storage devices that match the selection condition information; extracting groups to which the selected storage devices belong based on the group information; assigning group priorities, which indicate selection priorities in units of the groups of the storage devices, to the extracted groups based on the connection information; and selecting one storage device from each of the extracted groups in accordance with the group priorities until a predetermined number of storage devices have been selected.","Kawasaki-shi, Kanagawa",JP,FUJITSU LIMITED,"15/138,884",N/A,"Kawasaki, JP",FUJITSU LIMITED,['G06F'],1000004136091,"April 26, 2016","[['Atsuhiro', 'Otaka', 'Kawasaki, JP'], ['Akiko', 'Sakaguchi', 'Yokohama, JP'], ['Hidetoshi', 'Satou', 'Kawasaki, JP'], ['Takahiro', 'Yumoto', 'Nagano, JP'], ['Akira', 'Yamazaki', 'Machida, JP']]","July 9, 2019",Storage control apparatus for selecting member disks to construct new raid group,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=136&f=G&l=50&d=PTXT&s1=RAID&p=3&OS=RAID&RS=RAID
10346071,"Systems and methods are disclosed for validating firmware and/or firmware images. A data storage device may transmit a request to validate a firmware image, to a storage drive. The data storage device may receive data indicating whether the firmware image is valid, from the storage drive. The data storage device may initiate operation using the firmware image if the firmware image is valid.",Irvine,US,"Western Digital Technologies, Inc.","15/394,700",CA,"San Jose, CA","Western Digital Technologies, Inc.","['G06F', 'H04L']",1000004136090,"December 29, 2016","[['Michael W.', 'Webster', 'San Jose, CA']]","July 9, 2019",Validating firmware for data storage devices,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=137&f=G&l=50&d=PTXT&s1=RAID&p=3&OS=RAID&RS=RAID
10346069,"A scalable approach is disclosed for processing auxiliary-copy jobs in a storage management system by using distributed media agent resources instead of a centralized storage manager. Enhanced media agents coordinate and control auxiliary-copy jobs and tap the storage manager to reserve data streams and provide job-specific metadata on demand. An enhanced storage manager may initially select a media agent as ""coordinator"" to coordinate auxiliary-copy jobs with any number of other media agents, which act as ""controllers."" A coordinator media agent is generally responsible for obtaining data stream reservation information from the storage manager and assigning auxiliary-copy jobs to respective controller media agents, based on the components involved in the respective reserved data streams.",Tinton Falls,US,"Commvault Systems, Inc.","16/189,981",NJ,"Tinton Falls, NJ","Commvault Systems, Inc.",['G06F'],1000004136088,"November 13, 2018","[['Hetalkumar N', 'Joshi', 'Manalapan, NJ'], ['Chandrashekar', 'Maranna', 'Teaneck, NJ'], ['Manoj Kumar', 'Vijayan', 'Marlboro, NJ']]","July 9, 2019",Scalable auxiliary copy processing in a data storage management system using media agent resources,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=138&f=G&l=50&d=PTXT&s1=RAID&p=3&OS=RAID&RS=RAID
10346063,"Exemplary methods, apparatuses, and systems determine that quorum can be maintained for a storage object in a distributed storage system in the event a defined maximum number of first partitions in a first level of storage and a second partitions in a second level of storage fail. When it is determined that there are insufficient numbers of first partitions and/or second partitions, additional first partitions and/or second partitions are associated with the storage object in the distributed storage system. A number of votes is calculated for distribution and an allocation is defined for assigning the votes to each component and witness component of the storage object.",Palo Alto,US,"VMware, Inc.","15/356,413",CA,"Palo Alto, CA","VMware, Inc.",['G06F'],1000004136083,"November 18, 2016","[['Jin', 'Zhang', 'Fremont, CA'], ['Radhika', 'Vullikanti', 'Foster City, CA'], ['Gopala', 'Suryanarayana', 'Fremont, CA'], ['Varun', 'Shah', 'San Jose, CA']]","July 9, 2019",Maintaining quorum of storage objects in nested levels of a distributed storage system,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=139&f=G&l=50&d=PTXT&s1=RAID&p=3&OS=RAID&RS=RAID
10346059,"In one embodiment, a method includes receiving an input/output (I/O) request for data that starts or ends at a location other than a physical sector boundary of the device. The method further includes reading, starting at a first physical sector boundary before a beginning location specified in the I/O request and ending at a second physical sector boundary after an ending location specified in the request.",Round Rock,US,"Dell Products, L.P.","14/054,627",TX,"Round Rock, TX","Dell Products, LP",['G06F'],1000004136079,"October 15, 2013","[['Damon', 'Hsu-Hung', 'Sudbury, MA'], ['Jeffrey L.', 'Grummon', 'Milford, MA']]","July 9, 2019",System and method for supporting read requests and write requests for drives having different sector alignments without a RAID,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=140&f=G&l=50&d=PTXT&s1=RAID&p=3&OS=RAID&RS=RAID
10346057,"A technique allocates storage from a plurality of storage pools of a data storage assembly to host storage. The technique involves receiving an allocation request and, in response to the allocation request, performing a set of probability-based allocation attempt operations that attempts to allocate a storage portion from one of the plurality of storage pools to the host storage. Each storage pool of the plurality of storage pools provides multiple storage portions of physical storage to store host data. The technique further involves, based on a result of the set of probability-based allocation attempt operations, provisioning the host storage with a storage portion from a particular pool of the plurality of storage pools to satisfy the allocation request.",Hopkinton,US,EMC IP Holding Company LLC,"15/395,122",MA,"Hopkinton, MA",EMC IP Holding Company LLC,['G06F'],1000002383190,"December 30, 2016","[['Owen', 'Martin', 'Hopedale, MA'], ['Mark', 'Moreau', 'Grafton, MA']]","July 9, 2019",Probability-based allocation of storage from storage pools,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=141&f=G&l=50&d=PTXT&s1=RAID&p=3&OS=RAID&RS=RAID
10346056,"Embodiments of a declustered, fault-tolerant array of storage devices for use with computer, networked, cloud-based, and other data storage applications are described. In some embodiments, the array generates a chunk group mapping with a high utilization of storage device space, provides evenly distributed hot spares, supports multiple erasure schemes including Reed-Solomon codes and Local Reconstruction Codes, and provides high storage device rebuild speed after storage device failure. Embodiments of methods of generating chunk group mappings are also disclosed. In some embodiments, chunk group mappings are determined based on the desired erasure scheme, the number of storage devices connected to the declustered, fault-tolerant array of storage devices, and a generated balanced incomplete block design or a generated partial balanced incomplete block design. Chunk group mappings are stored as a multi-level lookup table which includes at least a first erasure scheme pattern table and at least a second chunk group lookup table.",San Jose,US,"WESTERN DIGITAL TECHNOLOGIES, INC.","15/820,190",CA,"San Jose, CA","Western Digital Technologies, Inc.",['G06F'],1000004136077,"November 21, 2017","[['Zhengyi', 'Zhao', 'Singapore, SG'], ['Jun', 'Xu', 'Singapore, SG']]","July 9, 2019",Declustered array of storage devices with chunk groups and support for multiple erasure schemes,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=142&f=G&l=50&d=PTXT&s1=RAID&p=3&OS=RAID&RS=RAID
10346054,"In one embodiment, a storage system receives a number of input/output (IO) request transactions at the storage system having multiple storage devices. The system detects storage events associated with the storage devices, the storage events include storage device error events, storage device path error events, and solid state storage device high write amplification events. For each of the IO request transactions, the system tags a number of associated child IO requests with a tag identifier and predicts a completion time for the IO request transaction based on a completeness of the IO request transaction and detected events associated with the storage devices. The system sends the child IO requests to the storage devices to be serviced in a first order based on the predicted completion time and an arrival time of the IO request transaction so that the IO request transactions are resilient to storage events.",Hopkinton,US,EMC IP Holding Compnay LLC,"15/648,979",MA,"Hopkinton, MA",EMC IP HOLDING COMPANY LLC,['G06F'],1000002779333,"July 13, 2017","[['Krishna Chaitanya', 'Gudipati', 'Fremont, CA'], ['Anil', 'Ravindranath', 'Sunnyvale, CA'], ['Rahul', 'Ugale', 'Santa Clara, CA']]","July 9, 2019",Policy driven IO scheduler resilient to storage subsystem performance,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=143&f=G&l=50&d=PTXT&s1=RAID&p=3&OS=RAID&RS=RAID
10346047,"System and method to encode and decode raw data. The method to encode includes receiving a block of uncoded data, decomposing the block of uncoded data into a plurality of data vectors, mapping each of the plurality of data vectors to a bit marker; and storing the bit marker in a memory to produce an encoded representation of the uncoded data. Encoding may further include decomposing the block of encoded data into default data and non-default data, and mapping only the non-default data. In some embodiments, bit markers may include a seed value and replication rule, or a fractalized pattern.",Oceanport,US,Formulus Black Corporation,"16/039,650",NJ,"Ocean City, NJ",Formulus Black Corporation,['G06F'],1000004136069,"July 19, 2018","[['Brian M.', 'Ignomirello', 'Colts Neck, NJ']]","July 9, 2019",Method and apparatus for dense hyper IO digital retention,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=144&f=G&l=50&d=PTXT&s1=RAID&p=3&OS=RAID&RS=RAID
10346044,"Systems and methods are disclosed for providing directory data access in a data storage system. A network-attached storage device (NAS) includes a host interface for communicating with a host, an interface for communicating with a data storage drive associated with the NAS, a cache memory, and a controller configured to enter a power-saving mode by requesting directory data from the data storage drive, storing the directory data in the cache memory, and after requesting the directory data, sending a standby command to the data storage drive.",Irvine,US,"Western Digital Technologies, Inc.","15/098,853",CA,"San Jose, CA","Western Digital Technologies, Inc.","['G06F', 'H04L', 'Y02D']",1000004136066,"April 14, 2016","[['Richard J.', 'Toomey', 'Bonsall, CA']]","July 9, 2019",Preloading of directory data in data storage devices,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=145&f=G&l=50&d=PTXT&s1=RAID&p=3&OS=RAID&RS=RAID
10346043,"Intelligently compressing data in a storage array that includes a plurality of storage devices, including: prioritizing, in dependence upon an expected benefit to be gained from compressing each data element, one or more data elements; receiving an amount of processing resources available for compressing the one or more of the data elements; and selecting, in dependence upon the prioritization of the one or more data elements and the amount of processing resources available for compressing one or more of the data elements, a data compression algorithm to utilize on one or more of the data elements.",Mountain View,US,"Pure Storage, Inc.","14/980,632",CA,"Mountain View, CA","Pure Storage, Inc.",['G06F'],1000004136065,"December 28, 2015","[['Christopher', 'Golden', 'Mountain View, CA'], ['Richard', 'Hankins', 'San Jose, CA'], ['Aswin', 'Karumbunathan', 'San Francisco, CA'], ['Naveen', 'Neelakantam', 'Mountain View, CA'], ['Neil', 'Vachharajani', 'San Francisco, CA']]","July 9, 2019",Adaptive computing for data compression,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=146&f=G&l=50&d=PTXT&s1=RAID&p=3&OS=RAID&RS=RAID
10346042,"Dynamically provisionable and allocatable memory external to a requesting apparatus may be provided. A request for primary memory may be made by an application executing on a client. An allocation logic unit may determine an allocation strategy in response to the request. As part of the allocation strategy, the allocation logic unit may identify memory appliances on which memory regions are to be allocated. The allocated memory regions may form the primary memory that is allocated to the requesting application. The allocation logic unit may send region allocation requests to region access unit of the respective memory appliances. The memory appliances on which the memory regions are allocated may be external to the client. The application may access the allocated memory regions via client-side access in which one or more processors in the client and/or the memory appliances are bypassed.",Chicago,US,"Kove IP, LLC","15/800,891",IL,"Chicago, IL","KOVE IP, LLC","['G06F', 'H04L', 'Y02D']",1000004136064,"November 1, 2017","[['Timothy A.', 'Stabrawa', 'Lombard, IL'], ['Zachary A.', 'Cornelius', 'Chicago, IL'], ['John', 'Overton', 'Chicago, IL'], ['Andrew S.', 'Poling', 'Lombard, IL'], ['Jesse I.', 'Taylor', 'Glenside, PA']]","July 9, 2019",Management of external memory,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=147&f=G&l=50&d=PTXT&s1=RAID&p=3&OS=RAID&RS=RAID
10346041,A proxy device that may query other devices for their configurations is disclosed. The proxy device may include a device communication logic to communicate with the devices over a control plane. The proxy device may also include reception logic 440 that may receive a query from a host. The query may request information from the proxy device about the configurations of the devices. The proxy device may also include a transmission logic to send the device configurations to the host.,"Suwon-si, Gyeonggi-do",KR,"Samsung Electronics Co., Ltd.","15/345,507",N/A,KR,"SAMSUNG ELECTRONICS CO., LTD.",['G06F'],1000004136063,"November 7, 2016","[['Sompong Paul', 'Olarig', 'Pleasanton, CA'], ['Son T.', 'Pham', 'San Ramon, CA']]","July 9, 2019",Method for using BMC as proxy NVMeoF discovery controller to provide NVM subsystems to host,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=148&f=G&l=50&d=PTXT&s1=RAID&p=3&OS=RAID&RS=RAID
10346032,"A method and associated system for modifying an image on a display screen. While an original image is being displayed on the display screen, a first point and a second point in the original image are received. A first line and a second line are generated in the original image. The first line and the second line pass through the first point and the second point, respectively, in the original image. The first line and the second line divide the original image into a first area, a second area, and a strip area between the first area and the second area. Hiding a portion of the strip area is performed by either removing the visibility of the strip area from the display screen or displaying the portion of the strip area on the display screen in lower resolution than before the hiding is performed.",Armonk,US,International Business Machines Corporation,"15/790,817",NY,"Armonk, NY",International Business Machines Corporation,['G06F'],1000004136054,"October 23, 2017","[['Shirley S.', 'Wang', 'San Jose, CA'], ['Si', 'Wei', 'Shanghai, CN']]","July 9, 2019",Controlling display object on display screen,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=149&f=G&l=50&d=PTXT&s1=RAID&p=3&OS=RAID&RS=RAID
10345961,"In one embodiment, an electronic device displays a plurality of user interface representations in a stack on a display. The device detects a first drag gesture by a first contact at a location on a touch-sensitive surface that corresponds to a location of a first user interface representation on the display. While the first contact is at a location on the touch-sensitive surface that corresponds to the location of the first user interface representation on the display and is moving across the touch-sensitive surface in a direction that corresponds to a first direction on the display, the device moves the first user interface representation in the first direction on the display at a first speed in accordance with a speed of the first contact on the touch-sensitive surface and moves a second user interface representation, disposed above the first user interface representation in the stack, in the first direction at a second speed greater than the first speed.",Wilmington,US,"P4TENTS1, LLC","16/153,765",DE,"Wilmington, DE","P4TENTS1, LLC",['G06F'],1000003669803,"October 6, 2018","[['Michael S', 'Smith', 'Palo Alto, CA']]","July 9, 2019",Devices and methods for navigating between user interfaces,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=150&f=G&l=50&d=PTXT&s1=RAID&p=3&OS=RAID&RS=RAID
10345826,"A method for controlling a drone includes receiving a request for information about a spatial location, generating data requests, configuring a flight plan and controlling one or more drones to fly over the spatial location to obtain data types based on the data requests, and extracting and analyzing data to answer the request. The method can include extracting data points from the data types, obtaining labels from a user for one or more of the data points, predicting labels for unlabeled data points from a learning algorithm using the labels obtained from the user, determining the predicted labels are true labels for the unlabeled data points and combining the extracted data, the user labeled data points and the true labeled data points to answer the request for information. The learning algorithm may be active learning using a support vector machine.",Armonk,US,International Business Machines Corporation,"16/114,466",NY,"Armonk, NY",International Business Machines Corporation,"['G05D', 'B64C', 'G06N', 'G08G', 'G06F']",1000004135872,"August 28, 2018","[['Gregory F.', 'Boland', 'Katonah, NY'], ['James R.', 'Kozloski', 'New Fairfield, CT'], ['Yu', 'Ma', 'White Plains, NY'], ['Justin G.', 'Manweiler', 'Somers, NY'], ['Kevin E.', 'Siemonsen', 'New Fairfield, CT'], ['Umut', 'Topkara', 'White Plains, NY'], ['Katherine', 'Vogt', 'New York, NY'], ['Justin D.', 'Weisz', 'Stamford, CT']]","July 9, 2019",System and method to operate a drone,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=151&f=G&l=50&d=PTXT&s1=RAID&p=4&OS=RAID&RS=RAID
10345825,"A drone road lighting method, system, and computer program product, includes detecting a need for illumination near a road and deploying a drone to perform an illumination action based on the detected need.",Armonk,US,International Business Machines Corporation,"15/396,915",NY,"Armonk, NY",INTERNATIONAL BUSINESS MACHINES CORPORATION,"['G06Q', 'G05D']",1000004135871,"January 3, 2017","[['Thomas D.', 'Erickson', 'Minneapolis, MN'], ['Clifford A.', 'Pickover', 'Yorktown Heights, NY'], ['Maja', 'Vukovic', 'New York, NY'], ['Komminist', 'Weldemariam', 'Nairobi, KE']]","July 9, 2019",Detecting an illumination need,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=152&f=G&l=50&d=PTXT&s1=RAID&p=4&OS=RAID&RS=RAID
10345694,"Approaches herein provide model-based generation of dummy features used during processing of a semiconductor device (e.g., during a self-aligned via process). Specifically, at least one approach includes: generating a set of dummy features in proximity to a set of target features in a mask layout, evaluating a proximity of the set of dummy features to a metal layer of the semiconductor device, and removing a portion of the set of dummy features that is present within an established critical distance between the set of dummy features and the metal layer. Target design printability is further enhanced during photolithography by performing one or more of the following: merging two or more dummy features of the set of dummy features, and increasing a distance between adjacent dummy features of the set of dummy features by modifying a geometry of one or more of the set of dummy features.",Grand Cayman,KY,GLOBALFOUNDRIES INC.,"15/658,721",N/A,"Grand Cayman, KY",BLOBALFOUNDRIES INC.,"['G03F', 'G06F']",1000004135750,"July 25, 2017","[['Ayman', 'Hamouda', 'Fishkill, NY']]","July 9, 2019",Model-based generation of dummy features,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=153&f=G&l=50&d=PTXT&s1=RAID&p=4&OS=RAID&RS=RAID
10345656,"Certain exemplary embodiments can provide a system, machine, apparatus, device, manufacture, circuit, composition of matter, and/or user interface adapted for and/or resulting from, and/or a process, method, and/or machine-readable medium comprising machine-implementable instructions for, activities that can comprise and/or relate to, generating a gradient in an index of refraction of a material.",Sarasota,US,"e-Vision Smart Optics, Inc.","15/487,934",FL,"Sarasota, FL","e-Vision Smart Optics, Inc.","['G02F', 'G02B']",1000004135716,"April 14, 2017","[['Liwei', 'Li', 'Tempe, AZ'], ['Anthony', 'Van Heugten', 'Sarasota, FL'], ['Dwight', 'Duston', 'Laguna Niguel, CA'], ['Phil', 'Bos', 'Hudson, OH'], ['Douglas', 'Bryant', 'Aurora, OH']]","July 9, 2019",Double-layer electrode for electro-optic liquid crystal lens,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=154&f=G&l=50&d=PTXT&s1=RAID&p=4&OS=RAID&RS=RAID
10345375,"A test apparatus and a test method for testing a plurality of blocks in a circuit, the plurality of blocks having identical structures. The test apparatus includes a comparing device, configured to collect output responses generated by the plurality of blocks by applying an excitation signal to the plurality of blocks in parallel, compare the output responses of the plurality of blocks to determine whether the output responses of the plurality of blocks are identical, and output results of the comparison of the comparing device; and a determining device, configured to receive the results of the comparison of the comparing device, and determine whether the plurality of blocks have a defect according to the results of the comparison of the comparing device.",Armonk,US,International Business Machines Corporation,"15/447,178",NY,"Armonk, NY",International Business Machines Corporation,['G01R'],1000004135464,"March 2, 2017","[['Fei', 'Dong', 'Shanghai, CN'], ['Shu', 'Gong', 'Shanghai, CN'], ['Hai Long', 'Li', 'Beijing, CN'], ['Yin Peng', 'Lv', 'Shanghai, CN'], ['Liu Di', 'Wang', 'Beijing, CN']]","July 9, 2019",Test method and test apparatus for testing a plurality of blocks in a circuit,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=155&f=G&l=50&d=PTXT&s1=RAID&p=4&OS=RAID&RS=RAID
